"sku","cost_price","halifax"
nyy6dpklln,59475,4
38wlrw7843,610,15
er5p7j4g73,808,5
3p2g9478ze,8765,4
nvv4qv6qxn,157,50
nb72ba2rxe,953,5
3o8rwj6gkn,83594,4
3wwylg2bq3,4943,2
e2gxkp52a3,1985,2
nmm8qrz8kn,833,3
ng6daq6qae,33305,2
3zd875mpwn,885,10
l34642vzjn,6485,4
nmzljrlrk3,1854,3
eryzp9798n,83480,3
3xxpxdoxl3,10052,19
nm9vpprw9e,34606,10
edqjjlyk4n,10606,2
e5paxbq8b3,43,50
3pq2bqlpze,6881,2
ng6ml4yqze,192,50
3az67v66ve,1150,2
38xj666lde,1737,1
ekg9dyakr3,14850,4
3o8247wbgn,1834,23
nvrg6qr9xe,1594,8
ng8mvw58v3,6682,32
nvp5zdp42n,19004,5
nql425mzk3,6597,5
edgxpjyzge,4136,4
3o4odrl89e,42267,24
e2dg6l6ld3,889,1
nqdp7r7zze,8279,22
nqdjpjjbme,24270,2
63xzxy2zkn,30962,25
9ekz96x8ge,15622,4
3757l4qvpe,36956,19
3a9jvzgrvn,5372,1
nm96rz7mde,20296,2
39xqv8wlb3,2531,2
37xoky66jn,58031,5
396avjyxp3,6699,1
3a9j2z84vn,15972,2
nyyb5w9xzn,14275,1
39w7yrwmyn,84495,19
erd865a6jn,784,3
36667gkb93,257,2
nyqalm99z3,6881,5
edo8g6j6z3,12060,10
3a79jy95b3,5005,5
ekg2oo9w23,18814,2
e5mp4r2dr3,12055,2
4ngbpm6qp3,770,17
39lo8oy7g3,47968,4
37vb2pdoj3,25696,1
3a5raj4kbe,9839,1
nmm86d4pkn,38603,3
384rryz55n,5840,11
39l2xozqg3,4365,1
38m2wbvgpn,1945,2
3p74wo7ab3,7892,3
38dkkagodn,2444,3
g38rpwqo5e,6665,2
3xalz8w64e,7451,5
37agyddr93,1879,1
e2594rkv6e,10162,1
379orpvgpn,5817,1
3xxjo7qjd3,27607,8
nmkgdqddx3,4090,3
3j6rrqrp9n,11558,5
ekbkqvv5ge,107569,1
3lbz74vbbn,1347,1
e55m6gwlbe,1273,4
nygbrkk49n,47765,13
m395y44pdn,10405,50
3xdzmowppe,985,10
3ob4xmwrgn,7844,3
3ww84pxoz3,4303,6
3py2grobk3,158,32
e5ll4g564n,344,43
3w7bxox8bn,23095,5
e59b2rp99n,69508,12
e226zr2bde,7682,17
nb8xvzy82n,4694,12
3w77l8pvbn,4477,12
3wook6bjme,1308,1
3pk5qp72ze,7779,50
edkwq7pqgn,265,7
ngolgbvjre,363,11
ekbd92m22e,9023,3
nm44wyr6jn,47765,3
3wqkvdd2b3,11977,3
nga85g7ran,1588,4
34qryrm7ke,6283,1
3lrklvv973,626,27
3wk69qr9y3,6072,2
nq2lbqoron,64102,1
3a9866rkdn,17481,24
3zrkl274je,3650,1
nq6rroodm3,9038,1
erybj7v55n,2923,27
3ax8yalddn,6255,3
34j6ypv9k3,7944,4
3wox8xv6ye,1411,5
3w7g7v4mzn,143,10
3pyyw6byb3,10302,5
3wqlrkrvb3,30081,1
3xokgmb7p3,2192,2
l34qgw27je,43800,11
3zrg46yq4e,4717,1
2ny2a8xwl3,48974,1
edko2b2xdn,842,8
3wwy4yyxm3,3245,15
ngozrqygbe,1364,7
g38528d5p3,663,50
3aqw2727be,10955,3
er7k9oyv5n,76606,8
e5lby8qp4n,4136,6
e245xgpq63,1401,2
e2gm5mog73,56501,11
37rwl748jn,18183,1
edymw8zwde,125,8
3lo6y7moz3,43508,5
ng97zkvove,10222,2
ng6qxlx7ae,34326,18
3jzmbdbbpe,5023,2
ng49mkyzbn,8944,16
73oqb7bmgn,1829,2
nq892lm2kn,143747,4
ng82689bv3,2598,18
3jm585kmo3,7150,50
ny4v7aa6yn,116,50
nmzb55pb93,48545,1
3499jx6bjn,7354,3
3pqbgrjmbe,3245,50
nyrak282ze,50067,6
34558dy9ye,9108,1
39xqpd2pp3,2772,19
3a7w6z55m3,13731,6
34xdvwl5jn,40393,21
er2pbrj953,6192,43
3p7xy4mog3,1689,1
36v2g9okje,1444,3
3798zmjp9n,10184,3
37rpaogmpn,18455,2
3px5zkra9n,929,1
edqv9o8pdn,3279,2
37vzo9oyx3,4308,35
3ozgw462zn,5959,1
382xo7j5p3,2029,50
e254pdg9de,158,19
3zgr4wlj6n,3593,1
3pl7gx249n,36829,6
3l2prk85yn,168407,1
396pp2xky3,1856,3
34b6q2a6ke,19249,18
384axkyd5n,10112,15
3pa5dww7g3,127,50
3w7xbrglqn,28169,10
nmkx9ojwk3,792,5
nyapx88pdn,47246,3
3wqd2rrgx3,8222,12
3zl2jjw24e,2262,2
3lpv5785be,580,2
3lbvxgvwdn,33391,1
367bvzp99e,2436,1
ny7oyvpkln,3125,1
e5vm92xqg3,30348,12
m39dygb4pe,6277,50
nb7m2dwlme,1025,1
367krbrjje,7731,8
39zkbb89pn,1233,5
nmo7doyrxe,1467,2
3lmapazq7e,7282,50
3wq75vb4b3,20148,2
nyk4852wl3,13798,4
e5pavwyjg3,573,12
3j29q9lwxe,37127,1
nbo2d42p93,52896,10
nvr87vz8be,4811,4
3ormkdrz63,624,40
ekzqgv52ge,15202,1
3lryjmoqo3,9425,6
4ngl8g4kpe,35827,2
3aqjybxlve,4580,15
36v6qvjx8e,73914,5
nykammwbg3,5817,2
nmmamg6ldn,60115,1
nb66gl6zm3,29201,2
2nyvgz5d9n,3743,1
3zlpagjmje,37278,9
3p9y79a7kn,17535,1
nbkzogvymn,125,13
e2g5xdv4j3,12201,1
er7mo927jn,10195,4
qe2r9vmzan,1971,5
nv4zwr8wjn,7637,30
345755rkje,10302,50
3wkwd7jmz3,12233,3
388vmwydd3,18340,3
367pv6bkke,4170,24
nq8md2rdkn,38869,6
3xqm94wppn,71321,2
e52aajplbe,4628,1
nm8gm85jk3,9271,7
e5mw9vbqr3,11257,14
nqq6d8odmn,151,2
3l6x5v9gy3,8622,4
eko7o98ygn,7353,24
3l75qw46ye,189,17
ng4vjkzlpn,44605,37
3wkxy52dm3,2124,4
39r5l9rkg3,8944,2
nb7mmq29ye,875,16
3j8okj89oe,27759,1
xerzxkx53p,646,1
37m8vl5wx3,33698,16
j3jk6zwk6e,9207,11
nyd6la959n,7314,2
3zrzqaqp8e,4740,7
erdkqo9b7n,1184,8
e57jp57qg3,32153,25
nvpz6xa4xn,2472,27
e52k8m6mge,1992,19
3alovaap7n,3117,2
349vdov5mn,127,50
nqzmy4kw6n,4413,1
edkyjzmg2n,2251,8
3zgw9kly8n,3341,49
4e55jqpmge,10207,2
ekbwmzq74e,45445,7
e52bjb6vre,347,5
ergwq5r27n,1181,50
er2b66gq53,14875,20
nvq2l98q23,7358,3
3pkjpvggbe,393,50
eramb5v5ln,89760,1
3lr8o8mq73,4372,3
369dg9vpj3,491,9
2nyzjw65z3,11857,1
erd45xd79n,3529,12
3axqbal5dn,228,50
3pxqp2lo8n,1696,1
nqlbzmqyw3,5653,3
3jrawmbqon,3514,6
nmk7b2abx3,2422,4
3pglqll7k3,36554,2
ekbgl9a52e,964,41
3xl4x2kg43,2572,4
nmmp7z4y9n,5360,10
3x6j4g85x3,2630,36
edq8yp6bgn,1081,5
38v2g44pjn,2245,3
3p9xr6djgn,12033,14
erq2zw9q73,2938,27
nglgzapdre,34980,5
nygxjgbwdn,13333,50
9ek8brjjde,10865,3
o3pjjrox93,8758,2
384ommqbdn,63303,1
e2g9q4rqd3,143,50
j3jzjlkxeg,15127,9
nvbpap7qb3,1970,31
3la6pdk2oe,2063,13
er7d5zda8n,28603,6
e2dq2aj9j3,14222,12
3oy6rrm2ge,127,50
3wwryjqzm3,165,7
wnma5koydn,7779,4
372zx42vxe,356,16
nqadx25lwe,20860,6
3zkpqkm863,8944,44
2ny4qz7ryn,1914,12
qnva9o942n,6318,1
nq624rzqw3,2158,2
nql7vmwqz3,13842,2
3oz568d6kn,478,11
3jrvlydzxn,9874,5
374wwyv493,8545,4
3ookzzqw63,2485,50
39j6wl9v7e,4488,2
e2gllpyv63,874,2
38x9yzyv5e,2044,18
2nyq6ra7g3,3491,9
38wwabpvj3,10110,5
nvq8k5drj3,182,50
nqy8m4jaze,788,9
346gv2mrmn,4037,4
38z589zjo3,84,50
3jz56gvv9e,1118,24
63x799pwxe,17673,8
e5gbrxrjb3,22284,2
nv925ap9je,213,2
3wxlw8mkye,8944,33
3lpx8rx6be,7155,2
nm8z5g6yx3,15639,4
39jw4powde,1012,50
z37wdl2ave,3101,2
nybm98kwz3,743,9
34qoxxz5pe,16131,6
345k6pl8pe,19267,1
38kadjrpd3,2974,3
39rarb47y3,4137,2
3zwmo5y883,587,50
37awxm22w3,143747,3
39wxwprybn,8222,21
37r7zlm4wn,8752,1
ngq2jqvgp3,454,28
3l7mjal4oe,30912,4
3pgy789jb3,15622,13
3zloy65l8e,2552,1
edojbbmzz3,6671,3
3aqz7apmme,934,5
3jxm64koxn,34318,9
3xl94rzyd3,914,5
qe2d47o6a3,624,9
erddy4qx8n,1643,12
3z79zk6x7n,393,33
3xy246x2de,48950,5
3z7lkqxzwn,1304,2
3j2vqj96xe,970,2
3l7dgdwlbe,200,17
e5bpw9rb4e,10422,4
e5vr279j43,10240,2
34kr89kk4e,67402,50
nqd5plmywe,1408,8
3jrwa2jyon,6049,1
3pxxk74q8n,55227,5
ng6am4xqre,21758,1
z375yw9ape,52734,9
3waxo29wxn,5683,3
ekqylamw2e,7275,45
3jqgqz7p9e,10001,15
ek7ljwom53,8222,29
nyyp27odgn,5031,3
m39jmr8k7e,29613,7
3wlpd4dqme,3493,2
ngqmbyj4a3,19458,5
3lrr2444o3,4589,6
nv4mojdkqn,2734,1
34kb55m9me,65971,6
3oygwz286e,1210,3
39b6mya5pn,3373,2
ngb6lj6jr3,140,50
xergzg569n,485,10
3j88wbvgxe,728,11
3wo2bqkzye,5728,22
3wxxxbywme,77661,2
3pqxyja69e,985,5
3j8q8b4y6e,382,23
3jqakgd2oe,4840,1
ng6adxwrze,12032,1
nyqqawy2l3,78413,1
36pw8olp8e,6016,1
e5g88g4oo3,185,31
nm9ygdo8xe,190,29
34q8y74wpe,7448,2
ed8xo5qk2n,33107,5
382xqqz8d3,2536,3
e5ldr4ja4n,6800,3
wnml4mxx9e,41314,23
nmkkkdd9v3,4872,7
23lglox2be,4874,5
nbag89oyxe,722,18
3z77yvrxwn,1390,4
73ovy6gdke,10946,2
3ol4vrk463,8710,4
366g7pxpj3,9955,1
wnbkdowkyn,38570,2
ek2ybma7ge,2530,1
ng6lzlljve,5908,3
edo67xwod3,72655,4
nv9gdky6je,778,23
83zrzw5vwe,16352,20
nga7qdaxzn,2125,3
3642d7ay8e,34467,1
nmok2bgpve,159,50
xerggyy9np,58034,8
39gbqb6r7e,6637,2
4nga2klvan,5061,10
382mwykop3,3762,13
3lrmmlkyz3,570,19
39gk8gyx7e,7339,13
3wlgmob2qe,117153,3
ekgmkmmgr3,64,50
nyk6wm6ly3,611,2
edzdw8mrwn,1322,3
ngo7obopze,143,8
3xraxwp443,134,23
e2gzwm4qd3,1717,4
wnbxbz9ry3,7691,5
34jvg9p2k3,11509,10
3j6dljlmwn,4703,1
nvog7xr8xe,448,50
j3jbl9looe,36237,1
nmq9746xj3,1223,6
e5pkowwob3,6689,7
er7w97d8jn,27972,5
rnq2q6obwn,4097,3
3647bwy9xe,2587,2
3lbgv4b2zn,55852,46
3xzdomz9kn,1313,3
3zrggwqpwe,13333,8
2nypzmp89n,18711,1
nq2raj8jon,15283,9
wnbmmzavye,23732,22
3zwzagb8w3,3337,50
e2mmxmr6j3,4908,1
23lyvkvwde,7275,45
ek24xg6dge,4969,4
nm4vdyql9n,20532,16
nq8z2ljamn,9954,14
l346boxrkn,34883,1
nbmb5o499e,13528,29
394zvmqkge,96054,4
3log6wd4z3,3762,13
3pm9x25xk3,21982,3
nv4k4mambn,8620,1
3zrmw5jr7e,37127,11
3zzovl6g63,1463,1
34krrd7wme,945,50
nmza4xbok3,14153,4
3lpm2adade,41717,50
e5m7y52jo3,1986,1
nbdolo6jme,943,2
3wxv56zvxe,7730,5
nyqlm6l493,15623,2
e2j54kjka3,223,46
e259944d7e,3652,3
3zlj5k5v8e,2529,3
ng8amravr3,11257,20
nv9oaq8yqe,867,1
368vrokwjn,2317,1
3652dmkq9n,22725,6
nbvbm5rvae,18858,14
9ek2bmkdde,1850,7
3ar5zppp7n,233,17
e2dpkalz73,71491,6
nmqayal5d3,8886,2
wnbb66o4xn,158,32
nvp6wl682n,136,13
nvplr4qljn,1330,50
ek7zo8o8d3,5122,3
36vdlzwr8e,223,8
3a5jpj298e,4714,1
3wa762razn,8346,12
3pqm85x6be,1036,18
3wxgzl2oqe,1474,6
ekb5l9ql5e,8342,1
edgz8jwkge,5290,14
3a5opvbrde,127,50
37rb2mg7pn,2460,2
3loqmgd9d3,148,5
nq24zga4mn,2214,46
e52rzpryre,22769,5
3xlmv2op43,14760,13
3j6jvdvq6n,14816,30
e5gvv52243,7474,11
3zw6xzrl83,2004,1
3plzvyv2kn,2675,5
nqdz8zr6ke,158,50
367vx6678e,116,3
ekz9wkg42e,73857,6
ng49q5bqrn,1699,1
edo569za43,13053,2
e55k2q8vbe,1598,3
3jvzl6pwo3,1010,5
3zzbyd6k83,5442,1
3zxwbvzb6e,12572,2
3x6q729pp3,2352,2
e5z6zd449e,2757,3
39gom7m2be,14898,46
e2gvjbvma3,32673,11
qe24xvj2d3,104,50
3jv52jka93,5724,50
3jzvb7qp6e,6750,5
ng8vlzvaz3,4093,50
38drlpy84n,3513,1
3xxqrm26x3,16626,1
x36rqoq2j3,12083,21
ek9vow9ldn,3984,2
nyy554vxyn,2376,1
37ap82a4v3,20892,2
y83z4586n4,5766,1
nv4jxrwajn,4380,2
nvbyjdzwx3,8169,2
3j2rkbxq6e,1197,5
o3p2xkj88e,7164,5
36vryprk8e,16121,1
365o55p98n,793,2
39wmvarx7n,3429,6
2nyomolk9e,5612,2
3alxa56q8n,5695,43
384x7q74jn,2782,4
3l7dow59de,51223,12
ek8aa54d4e,16262,6
4e5xypoyrn,67227,5
er66a6md7e,2640,8
3alqk9vj7n,3568,2
3wwomzb2m3,71274,30
3lbwxaw9zn,44114,4
39z8z6gr7n,7426,5
83zp2lox4n,1770,6
3aljxz7rvn,2382,9
3jl6r5wqwn,1729,2
36o8bvm593,71151,19
erykz96l9n,1142,2
3ooyk7g763,2699,4
g38oq27bpe,270,10
wnmwo2wvd3,12407,2
3wvbj6lvmn,1268,6
34p6yb2m43,7150,50
l347mvg743,843,7
3ozx7x686n,2299,2
3zljllggje,8549,2
3a9xr94gmn,68839,28
369r9pp783,2202,4
nyadyygpyn,9980,4
39rwva9ab3,27931,2
nyrxorkdde,348967,1
nbybz8wg9e,964,1
ek8xqba9re,798,2
349oa9g7pn,127,50
3wvml9aamn,12980,17
ek2994yxde,2299,1
nq8475a4wn,11969,1
3lodakva73,2974,29
e2dpal5g63,583,2
ek2gamdj5e,906,8
j3jd9rk8w3,2439,1
nyxpw62q9e,2844,10
39gjq5k97e,2589,33
3loq9zzg73,9036,4
nyrz6bzjde,1691,9
34jkbz76p3,26398,18
38zw2oz953,16943,4
ek2kxq4pde,43011,6
nqv682qqwe,1526,33
erazvalx5n,1294,6
nqp6jwggme,3562,2
edyw6aykwe,7811,2
38j58olddn,11098,3
ngoq76azae,1970,1
3pygqw8z93,52209,6
39llzjql73,1361,1
3l8mj95ryn,6022,1
39lvk6v2b3,3188,1
ngvllkbwvn,3373,13
nb4arzjo9e,7472,3
edqlq52x2n,143,8
e5m28o7m93,138,8
nvr2oz97xe,9629,4
e2mkwr5kk3,3493,6
edxq8wj743,14064,1
nm8rzbzjj3,3213,2
3wojwjjdxe,4700,1
ngo8y99jae,19275,7
nmm4x79m9n,31910,1
wnmoa8x4xe,8778,2
3pgr8v5pk3,4480,16
34qwbrrxpe,15434,6
3wwz6j4bz3,165,50
nm9ypvwdke,5896,1
3942b8qj7e,1481,1
ngqkk7mop3,14780,20
382mroa243,13971,1
nyx4vlmaze,34371,5
ekzkor8r5e,7012,7
edz7xdr2gn,11180,31
o3plby9qzn,3173,16
34q2awvdpe,20373,4
3p2pwa8a8e,12024,9
73orr95893,2177,27
3jxdj59rwn,2396,12
4e5yb9zq43,694,16
nby89zkz9e,266,2
pedl87m243,6455,2
e5mp55yab3,4528,7
e5g4rdlar3,451,31
3a9zagr78n,6112,37
3ob9754g9n,4876,4
nqz9jv8y6n,15,2
nmo6r62aje,2669,5
nb7kb4dvxe,11086,1
38vawopdjn,5038,8
nqyk4jmlwe,7779,37
9ekr6qmo2n,2487,7
ng675wmmbe,10965,1
ekyzm7xm23,411,39
3l2zm89rzn,790,5
nmkyj8m7j3,35013,3
nyx7wbdd9e,6811,2
nvzwj5qob3,1756,3
e2go5ylka3,1258,2
37bkp2jawe,3922,3
e2j4jqkmj3,8205,2
3795r8lojn,6765,14
ngop9wj8re,4155,9
g38pdo975n,393,50
ek98d7r6rn,1569,4
er6avyayle,103282,1
ekgmgd5j23,3928,9
36v9mjgloe,414,1
j3jqk8alpe,5304,2
nm8lgy5yd3,1404,2
nbv577ykme,3730,2
3xq4obwk4n,7779,47
3pa4j2z2g3,13562,3
e5z6l569re,32795,1
3xawkr89pe,8754,7
3x6jp9mmk3,1632,1
xervqxaj9n,985,10
9ek9yado4n,6497,8
ekor72zbgn,4013,8
e5p4gzxqo3,99946,8
3a9yo9m8bn,9954,50
3pga258o93,3616,2
erbp6p7473,55294,7
nb6gvp9km3,8112,4
3a5ml92y7e,14728,2
39gq4lyvge,1894,10
j3jkb6696e,200,14
nvz5vy57j3,24734,3
3j2abjm8pe,7036,1
nb4jz7gm9e,8150,4
3a54bx44me,1109,25
e24z7q58k3,2689,3
nm8owrvkd3,11180,2
nqz5adxg6n,4141,40
nm9vpp959e,807,5
er69ovqkle,6782,5
e5m6ywyq43,2755,4
4ngvkxm5pn,14030,5
nqzpl9ayzn,50931,2
3xzmmax84n,2746,4
edg4k56rze,7282,8
e5gljy7zr3,41717,40
ny7rdxj4zn,20115,3
nygxjbajgn,93929,6
3o4zqbg89e,14610,1
l348o2zq4e,4593,3
e5p6lv9gg3,7131,7
ekok8r4b4n,7150,50
3wk46xa9m3,2469,9
o3p4zb4693,1163,6
3jx5ar8pon,4108,8
3o4578lkye,1521,7
3p2olj969e,28238,4
nbvy2pkbme,6116,48
3wq82bx9x3,48,50
3p295g5pbe,3532,24
23l74zvqoe,8729,2
ekqaxrpr2e,3393,2
ek4qz67yr3,14117,1
ekb4r7do4e,38953,3
364wg7d5je,6487,20
3jm75wwvx3,10051,3
e59yrw2d9n,13881,3
3xrqlz4dk3,1350,2
e52kzg6are,58381,3
39wyjdw67n,5483,6
nqdppxjwwe,45820,11
3z7xxgb76n,1216,3
3xqymxo7dn,4005,13
ekzlpprd5e,66700,9
edkzoad6zn,3256,8
83zbp99v73,11526,12
3ay68b7273,12542,4
er278pg9l3,725,33
3jxmbg7kon,2908,1
nbo4kr5d23,3680,3
e2agwz57j3,1536,2
nbkwo7bp2n,885,8
erdo2lzjln,1424,7
3967m9ymb3,6016,2
3o2vz2bozn,347,1
nvkg6r6lx3,2045,12
3xlpd8wj43,26335,50
rnqaz4oqke,11115,50
36op89mao3,5368,2
nyd26yamdn,9273,6
nggzj4x6rn,1065,2
4e5ajqqkg3,104,50
3j8g4v6zwe,8222,50
erdwjmjbjn,5746,3
ngb2xwoma3,742,20
er75oakpln,2823,12
34qjbp9lme,12772,2
nm9m96dgde,31707,13
qnv7lp5qxn,52648,31
3l8j7axwzn,3579,10
nyaw22xy9n,11680,5
nyypxz79ln,792,7
nqapzp6kwe,2603,1
36pd6qkz8e,29350,3
3l7lpqa6de,5933,5
edkd29kz2n,7328,21
3pkp452kge,4041,5
37597kd9je,18083,1
e2vkgkrr63,59901,8
3xzjapyoxn,158,50
3xzgw5d54n,17195,26
3wk74jbom3,2589,50
37ma8pw8x3,3995,2
e55kpgjobe,2849,2
nbmol4g9me,1607,8
ekq2vl58de,3393,50
x36a5dqjke,30620,6
ng9lbjp4ae,2601,8
3zr254zw6e,104,50
ed8qxdajdn,158,50
3o8457y76n,24582,50
34g89vmam3,2159,6
nv9zj56jje,58606,1
nv98gvo9qe,10405,50
edqr7w9v4n,1515,3
nmzyr9rkj3,69485,2
e5vdy72wg3,8944,3
3lroggaz73,1837,3
3oy9wmzbge,3069,13
nbmw82arye,23098,2
ed7bmj8lwe,8309,4
erym6w2m5n,17138,3
3o4d8y4rye,127,50
36552lgqjn,8642,1
ekq2k94zre,30912,4
ekz4gwlxge,903,7
ng4qa8a7bn,7273,7
38vgo78d5n,7157,3
nm86ajbvv3,47812,1
er5dkj26j3,7130,2
38zw6koko3,10547,4
367m5o9rke,902,2
nb465v9xae,68758,1
3pxxkm7rzn,1387,6
l34rrby9jn,8548,7
3xqa6k9v4n,307,50
3py76my283,20894,6
3jml8mxax3,34,50
3wkdj47zx3,32928,50
rnqw4b8oon,34981,3
x3a2x69mde,13056,1
nqq2yawdkn,978,50
ek9p8lk94n,4843,2
ek7dloj9r3,2509,11
3lpyw6pyze,50757,3
3j785r5dx3,53330,14
nm9lgqkgxe,12889,7
3loqxmzrz3,21049,3
edgak9rjze,4874,50
39bq2dlbdn,98,40
38x69m995e,7637,3
34xxy55z4n,10390,9
34pblzapj3,11680,2
ngbqkrxxv3,1658,3
m396kgkby3,45774,7
erq8ad9p83,723,7
j3j4v7xgp3,18940,1
ek9aw4bqgn,192,50
83zbl2j734,5075,1
erq4jqpvl3,55227,42
38v662lppn,19445,1
ery4a8j69n,393,33
3xvvd2a24e,1020,2
edklrj4ozn,50075,1
nboyx95ma3,114377,1
3l2jw5padn,28943,2
ed7o76m7we,10804,1
37bkpqmlpe,19490,3
ekopxowwgn,4869,12
366jy7a693,6690,22
er2dkyvjj3,7637,6
3724v2jzxe,4673,50
9ek5rpgqre,5148,2
37rpk4p7pn,35808,10
nggx4o6gan,6632,2
3z7x64yown,3293,7
36v2xy76oe,11115,2
3zwvgr4643,365,4
3lo2gz82b3,12562,8
367gv54p8e,31914,3
z37brgmppe,2204,48
e2o4olx4an,2866,1
ngor6dwxze,1467,50
3xaqxbvxde,2804,7
3jz9ply6oe,615,10
nmzg82rqk3,964,41
39lp495573,5734,5
ek8lm9y4ge,7131,7
36por6748e,3778,6
3zgy4mdg4n,9182,3
73o9klr6g3,11975,14
edyld7mm2e,66196,6
erb5k8jm93,14378,5
362z4kvo8n,6682,10
3jqlybbj9e,34330,4
368zjy77xn,1491,50
3o8vjdwyyn,13562,1
ped4k9y64e,146,50
37ro89bxjn,2530,9
34xrg2dy4n,4824,1
4e56gvoqrn,47380,17
nmmlzk5dxn,14613,1
e57yydz543,1648,1
3lpqyvbdze,1278,2
m39kqag7yn,2029,2
nggqgjxarn,2308,8
e24aj4xqa3,3014,1
39x5oxvrp3,45774,1
eraqz55rln,5763,4
3ayllw8983,2185,2
e52mm5xmoe,35103,34
39x6q455b3,19251,7
ekqlg6oo4e,49368,2
ngaa4zbzbn,979,6
3j66w6gxon,1029,5
39zyz8ylgn,8573,9
3o2o4koq9n,6330,5
38d7gwdydn,3637,11
rnql9v9463,947,2
3xl27l2ok3,10405,50
nvq8j6kz23,11301,4
nvpz5opljn,4238,10
ek7yxrjg53,34863,1
3aqrz474me,469,2
ek9lg4bj5n,3083,1
3ax8wxr27n,6491,2
nyrv46j5ge,61946,21
3wo97j6qze,17221,1
e24kmd6q73,6318,1
3w4l8wl7yn,71589,7
83w958p4qe,3633,1
3zaz5xdl8n,9697,2
36pdy4q7ke,945,50
3ol787oj63,3406,5
37vakdjjj3,950,15
3ozjy8kxkn,31310,1
3jqk7w55pe,8993,6
wnm62vrdxe,7328,35
m395kxpzdn,511,47
375jd9q7pe,7474,50
34k5w62vpe,143747,5
3zg7lm664n,2382,9
e24r9qm563,3506,4
3obba8k5gn,158,19
3xam7dzvpe,13798,2
ek797g2wr3,6682,32
3lpdpgl7be,3750,2
3pko4rpp8e,2776,13
ek8qx6jrde,8454,2
83z84mw743,9036,2
3xr9oy4dd3,4562,8
nb7y4w9zxe,7868,2
nmzrrz45x3,287,50
e2vjy4vp73,299,2
3p2wwvg7be,22191,28
nb7v54alxe,78413,1
39l2gv8p73,7049,1
3lop5wxzo3,1320,3
3zx7jd526e,3139,19
34kolp9pme,3912,1
3o8ya5yq9n,334,35
nmqja62kx3,13944,50
edzrqbovwn,9504,11
2nyg9ogxyn,26860,11
3px78wmxgn,8222,8
edgov76jde,17983,12
ng8w76qav3,1119,14
nvvdv5pjxn,481,1
z377b2gyx3,1089,3
nyxdqgz5ye,1158,50
3zrbz7ll4e,3946,50
nv4oyzgaxn,5578,10
3pkp77x4ke,5422,18
3opd9da9ke,3272,5
nqlg2lkzk3,23821,1
38kmrbo553,1978,19
23lpg2a5ye,10229,17
ny7ypxqzyn,9186,1
3j79plw8p3,2999,6
nbkrj69oyn,11607,19
396zovvy73,1916,2
364l4a9o8e,7150,1
e22wpm4wde,44854,2
3z74mql8jn,932,38
3xqx8vjddn,19558,1
ek8w7qyb5e,4098,27
3l7kra74de,13197,1
edoo295xg3,6340,3
374vmaqd93,3440,2
xerdp9vb9n,76898,1
e5bgj9va9e,27584,6
edokxm66d3,964,22
erdrprz47n,7474,50
ny4lkqa8zn,3241,1
e2vgx2wo73,7474,18
edqzgx46dn,1296,3
e55gy2dqoe,54,50
e5z9db9d4e,4276,1
er6wr55y5e,5746,1
e25p9dzxae,12592,3
3pl9pm9zkn,55796,6
3xy4qw6rde,351,7
3jzj6rgl9e,168407,1
3zkpdkz5w3,15717,4
nq6rvb4dm3,13077,4
3zk67pg463,18337,8
3zrb2qgo6e,7044,1
3woaqyrdbe,7244,44
3799aqvdjn,1456,7
34k9o27x4e,39450,5
3zxlq9rj6e,8001,10
3wlq6oo5me,3721,2
e55pwzrzoe,158,50
ngly27vjve,359,23
3xqvg9r9kn,8537,4
nm9m2x45de,5168,2
ergowx8b7n,3918,50
er2yqjaz83,1286,9
e2vxzm4oj3,1987,30
ngv222ozbn,9315,25
37rxvzljpn,903,7
3ww7qyvox3,15664,1
nvpxk94yqn,72,50
3676oxpaje,5883,1
e24a652ma3,104,7
37b2wym89e,6548,4
ng6p6zqgre,19899,50
362d5yvgkn,5449,1
nql8ojykw3,821,4
3lbjdw8pon,12980,17
z37mxba2w3,128,30
3zz4l2m6j3,2721,5
3orgzjrd93,1029,12
394vlgmyge,967,3
3p7mjlgab3,7479,8
3ozv6bkm9n,878,12
3ax4v8arvn,24902,1
3wvjvz5wyn,7150,50
nvbk6rxmp3,127,50
3lx6b4jab3,4047,6
nyr5v2grye,47968,4
e576mymrg3,4257,3
nyyz8pz9yn,6337,1
nmq2gzm2k3,18077,1
38j2pl6kpn,7433,3
nmr62y24de,5372,1
3j6yqgxwpn,5615,1
nm27gmk6x3,2334,44
pedyyzv8de,2567,8
3o2oyy5r6n,6380,3
nm29r9g693,183,20
nmzxzyr2d3,8944,24
39jq6p7dge,1248,5
nbvqa2j9me,3362,8
38mg4wjkdn,1100,1
ekolqpgl5n,6032,16
3wopay6dbe,15966,5
3oo2qgzgy3,2182,3
e2mbdaw873,10105,7
nqpwbmypke,55227,1
3842db785n,6022,6
e25j9kkw7e,2357,23
nm988xrjje,6624,4
nbkdzppymn,1184,4
nb7668pdxe,661,1
9ekdag7d53,9082,50
nbapvyx89e,2107,4
ekbpaxqw4e,7098,3
38km4mald3,47375,3
e5pj44mdo3,8346,9
nvoy2lgxje,84,18
nglllmw5ve,2855,2
e57dj75br3,41839,19
3xqgwda5xn,4805,1
3lrblz7gb3,3906,7
nqddvdvqze,41437,18
346zv6d7jn,567,1
34bxo6opje,11180,3
34ka85w9me,44007,1
3zd42xxm7n,942,4
